0.98748,3.6706e-05,0,0,1.8353e-05,0,0,0,0,0.00038541,0.00027529,0,0,0.0055977,1.8353e-05,0,0,3.6706e-05,0,0,0,0,7.3412e-05,0.00014682,0,0,0.005928,0
0.99887,4.0235e-05,0,0,4.0235e-05,0,0,0,0,0,0,0,0.00020117,0.00084493,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.99364,0,0,2.2991e-05,0,0,0,0,0,0.0010806,1.1496e-05,0,0.0010576,0.0031843,0,0,1.1496e-05,0,0,0,0,0,5.7479e-05,0,0,0.00031038,0.00062077,2
0.9974,0.0001038,0,0,0,0,0,0,0,0.00029065,0,0,0.0001038,0.0018685,0,0,0,0,0,0,0,0,0.00022837,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.98952,0,0,0,0,0,0,0,0,0.00080052,0,0,0.00014555,0.005822,0,0,0,0,0,0,0,0,0.00014555,0,0,0.0002911,0.0032749,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0.75318,0,0,0.00062388,0,0,0,0,0,0.077829,0.0049131,0,0.027919,0.10544,0,0,7.7985e-05,7.7985e-05,0,0,0,0,0.0027295,0,0,0.0020276,0.025189,9
0.95584,0.032081,0,0,7.3412e-05,0,0,0,0,9.1765e-05,0.00012847,0,0,0.0056894,5.5059e-05,0,0,0.00016518,0,0,0,0,1.8353e-05,0.00012847,0,1.8353e-05,0.0057078,0
0.99851,8.047e-05,0,0,0.00012071,0,0,0,0,0,4.0235e-05,0,4.0235e-05,0.0012071,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.99324,3.4487e-05,0,0.0002759,5.7479e-05,0,0,0,0,0.00082769,3.4487e-05,0,0.00073573,0.003874,0,0,1.1496e-05,2.2991e-05,0,0,0,0,0,1.1496e-05,0,0.00012645,0.00074722,2
0.99601,0.00091347,0,0.00018685,0.00020761,0,0,0,0,0.00012456,0,0,0.00031141,0.0022006,0,0,0,0,0,0,0,0,4.1521e-05,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.98959,0,0,0,0,0,0,0,0,0.00080052,0,0,0.00014555,0.0061131,0,0,0,0,0,0,0,0,0.00014555,0,0,0.0002911,0.002911,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0.67192,0.0013257,0,0.028075,0.0042112,0,0,0,0,0.046869,0.0028854,0,0.038369,0.17313,0,0,0.00077985,0.00070186,0,0,0,0,0.0021836,0,0,0.0017936,0.027763,9
0.98921,0,0,0,0,0,0,0,0,0.00078918,0,0,0.0010278,0.0030466,0,0,0,0,0,0,0,0,0.00084424,0,0,0.0026979,0.0023859,0
0.99952,0,0,0,0,0,0,0,0,4.0235e-05,0,0,0.00012071,0.00032188,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.99611,4.5983e-05,0,1.1496e-05,1.1496e-05,0,0,0,0,0.00059778,1.1496e-05,0,0.00041384,0.0020002,0,0,0,0,0,0,0,0,0.00016094,0,0,0.00041384,0.00021842,2
0.99809,0,0,0,0,0,0,0,0,0.00024913,0,0,0.00029065,0.00074738,0,0,0,0,0,0,0,0,0.00012456,0,0,0.00029065,0.00020761,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.99119,0,0,0,0,0,0,0,0,0.00072775,0,0,0.0005822,0.0037843,0,0,0,0,0,0,0,0,0.00050942,0,0,0.00065497,0.0025471,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0.91539,0.0056149,0,0.00077985,0.0034313,0,0,0,0,0.010372,0.00031194,0,0.0042892,0.025423,0,0,0.00015597,0,0,0,0,0,0.0022616,7.7985e-05,0,0.0029634,0.028932,9
0.9897,0,0,0,0,0,0,0,0,0.00044047,0,0,0.00078918,0.0041111,0,0,1.8353e-05,0,0,0,0,0,0.00045882,0,0,0.0016885,0.0027897,0
0.99944,0,0,0,0,0,0,0,0,8.047e-05,0,0,4.0235e-05,0.00044259,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.99586,4.5983e-05,0,0,1.1496e-05,0,0,0,0,0.00073573,1.1496e-05,0,0.00057478,0.0019198,0,0,0,0,0,0,0,0,0.00019543,0,0,0.00044833,0.00019543,2
0.99799,0,0,0,0,0,0,0,0,0.00037369,0,0,0.00029065,0.00074738,0,0,0,0,0,0,0,0,0.00031141,0,0,0.00029065,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.99112,0,0,0,0,0,0,0,0,0.00065497,0,0,0.0010916,0.0034932,0,0,0,0,0,0,0,0,0.00036387,0,0,0.00080052,0.0024744,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0.9001,0.00015597,0,0.0043672,7.7985e-05,0,0,0,0,0.03135,0.00015597,0,0.0085004,0.019964,0,0,0.00015597,0,0,0,0,0,0.0033534,7.7985e-05,0,0.005069,0.026671,9
0.98851,0,0,0,0,0,0,0,0,0.0014682,0,0,0.00095436,0.0027346,0,0,0,0,0,0,0,0,0.00091765,0,0,0.0026979,0.0027162,0
0.99899,0,0,0,0,0,0,0,0,0.00052306,0,0,0.00012071,0.00036211,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.99506,0,0,0,0,0,0,0,0,0.0014025,0,0,0.0010346,0.001299,0,0,0,0,0,0,0,0,0.00042534,0,0,0.00062077,0.00016094,2
0.99786,0,0,0,0,0,0,0,0,0.0005813,0,0,0.00039445,0.00051902,0,0,0,0,0,0,0,0,0.00035293,0,0,0.00029065,0,3
